alfalfa_geneid	alfalfa_1_count	alfalfa_4_count	alfalfa_6_count	clover_2_count	clover_3_count	clover_5_count
Cluster-11515.0	1250	1250	1250	1015	1015	1015
Cluster-2.59378	3193	3193	3193	8253	8253	8253
Cluster-2.61695	4007	4007	4007	4259	4259	4259
Cluster-2.40812	1499	1499	1499	1582	1582	1582
Cluster-2.23096	2467	2467	2467	4816	4816	4816
Cluster-2.47762	4633	4633	4633	2700	2700	2700
Cluster-2.7656	6987	6987	6987	5097	5097	5097
Cluster-2.43881	9573	9573	9573	2117	2117	2117
Cluster-2.33755	1878	1878	1878	4533	4533	4533
Cluster-2001.0	4384	4384	4384	3123	3123	3123
Cluster-12240.0	2034	2034	2034	2107	2107	2107
Cluster-2.54851	4540	4540	4540	3815	3815	3815
Cluster-7825.0	3817	3817	3817	4064	4064	4064
Cluster-2.53807	2986	2986	2986	2247	2247	2247
Cluster-2.57021	2676	2676	2676	1940	1940	1940
Cluster-2.33771	1550	1550	1550	1507	1507	1507
Cluster-2.1948	2264	2264	2264	2939	2939	2939
Cluster-2.34221	3371	3371	3371	5283	5283	5283
Cluster-2.59431	3043	3043	3043	2350	2350	2350
Cluster-2.22487	4795	4795	4795	6732	6732	6732
Cluster-2.56218	1361	1361	1361	627	627	627
Cluster-2.45280	3097	3097	3097	2613	2613	2613
Cluster-2.28240	3770	3770	3770	6496	6496	6496
Cluster-2.38641	2310	2310	2310	2522	2522	2522
Cluster-2.46252	2457	2457	2457	1636	1636	1636
Cluster-2.26001	3560	3560	3560	707	707	707
Cluster-2.29955	1904	1904	1904	2232	2232	2232
Cluster-2.42994	4588	4588	4588	2526	2526	2526
Cluster-2.6207	1328	1328	1328	1812	1812	1812
Cluster-7534.0	3123	3123	3123	2680	2680	2680
Cluster-2.38424	3210	3210	3210	3474	3474	3474
Cluster-2.26757	2008	2008	2008	1990	1990	1990
Cluster-2.60335	932	932	932	1425	1425	1425
Cluster-2.44222	1323	1323	1323	4491	4491	4491
Cluster-2.45573	4036	4036	4036	3728	3728	3728
Cluster-2.10865	607	607	607	607	607	607
Cluster-2.13220	2777	2777	2777	2117	2117	2117
Cluster-2.45974	4187	4187	4187	4392	4392	4392
Cluster-2.41265	5683	5683	5683	4810	4810	4810
Cluster-2.25974	3465	3465	3465	507	507	507
Cluster-12311.0	718	718	718	3898	3898	3898
Cluster-2.45315	753	753	753	2023	2023	2023
Cluster-2.28367	1424	1424	1424	1542	1542	1542
Cluster-2.38374	753	753	753	1008	1008	1008
Cluster-2.12031	1793	1793	1793	1484	1484	1484
Cluster-2.11761	2673	2673	2673	1202	1202	1202
Cluster-6600.0	2610	2610	2610	2617	2617	2617
Cluster-2.15241	1287	1287	1287	889	889	889
Cluster-2.22758	5447	5447	5447	8261	8261	8261
Cluster-2.45519	3821	3821	3821	3727	3727	3727
Cluster-2.34478	1878	1878	1878	2334	2334	2334
Cluster-2.22835	7204	7204	7204	6308	6308	6308
Cluster-1985.0	980	980	980	2327	2327	2327
Cluster-2.63499	2454	2454	2454	2634	2634	2634
Cluster-2.36695	1922	1922	1922	2400	2400	2400
Cluster-6067.0	2895	2895	2895	3464	3464	3464
Cluster-12623.0	709	709	709	3518	3518	3518
Cluster-10650.1	2281	2281	2281	3575	3575	3575
Cluster-2.59968	5416	5416	5416	5446	5446	5446
Cluster-2.14127	2105	2105	2105	3136	3136	3136
Cluster-2.51868	4748	4748	4748	4656	4656	4656
Cluster-2.37835	2647	2647	2647	1460	1460	1460
Cluster-2.40434	1477	1477	1477	1758	1758	1758
Cluster-2.18659	1568	1568	1568	1799	1799	1799
Cluster-2.59776	2064	2064	2064	2066	2066	2066
Cluster-7631.0	1904	1904	1904	1689	1689	1689
Cluster-2.62877	2087	2087	2087	1534	1534	1534
Cluster-2.53105	2386	2386	2386	2905	2905	2905
Cluster-2.57020	1759	1759	1759	1606	1606	1606
Cluster-8062.0	1304	1304	1304	1326	1326	1326
Cluster-2.47594	2983	2983	2983	1148	1148	1148
Cluster-2.51760	2027	2027	2027	4511	4511	4511
Cluster-2.15201	1412	1412	1412	1394	1394	1394
Cluster-2.12276	1303	1303	1303	1212	1212	1212
Cluster-2.58183	1693	1693	1693	2199	2199	2199
Cluster-2.56012	2363	2363	2363	1377	1377	1377
Cluster-11138.0	2511	2511	2511	986	986	986
Cluster-2.40692	4017	4017	4017	4176	4176	4176
Cluster-2.57388	2178	2178	2178	1977	1977	1977
Cluster-2.41054	937	937	937	1004	1004	1004
Cluster-2.44580	3579	3579	3579	3151	3151	3151
Cluster-2.50763	1822	1822	1822	1672	1672	1672
Cluster-7882.0	2115	2115	2115	2401	2401	2401
Cluster-2.2645	1599	1599	1599	1664	1664	1664
Cluster-2.42321	5058	5058	5058	1566	1566	1566
Cluster-2.36361	1548	1548	1548	1273	1273	1273
Cluster-2.35538	2021	2021	2021	1389	1389	1389
Cluster-2.27986	4838	4838	4838	6412	6412	6412
Cluster-2.43927	865	865	865	818	818	818
Cluster-2.39206	6597	6597	6597	6976	6976	6976
Cluster-708.0	1855	1855	1855	1782	1782	1782
Cluster-2.47617	2299	2299	2299	2068	2068	2068
Cluster-2.33722	2002	2002	2002	1956	1956	1956
Cluster-2.47437	2012	2012	2012	2140	2140	2140
Cluster-2.60740	3771	3771	3771	3212	3212	3212
Cluster-1567.1	1359	1359	1359	1527	1527	1527
Cluster-2.50424	2474	2474	2474	2541	2541	2541
Cluster-2.46259	2053	2053	2053	1822	1822	1822
Cluster-2.34340	1634	1634	1634	1563	1563	1563
Cluster-2.8004	2213	2213	2213	2335	2335	2335
Cluster-2.8082	2125	2125	2125	2322	2322	2322
Cluster-2.56329	3399	3399	3399	1606	1606	1606
Cluster-2.44527	2625	2625	2625	2712	2712	2712
Cluster-2.23498	4605	4605	4605	14301	14301	14301
Cluster-2.18597	1328	1328	1328	1237	1237	1237
Cluster-2.30105	3167	3167	3167	3041	3041	3041
Cluster-2.29674	3918	3918	3918	2257	2257	2257
Cluster-9462.0	2746	2746	2746	2970	2970	2970
Cluster-2.58733	2480	2480	2480	1985	1985	1985
Cluster-2.62867	2121	2121	2121	2713	2713	2713
Cluster-2.55266	1296	1296	1296	1591	1591	1591
Cluster-2.57278	3768	3768	3768	1746	1746	1746
Cluster-2.38179	2342	2342	2342	2579	2579	2579
Cluster-9449.0	783	783	783	2517	2517	2517
Cluster-2.43192	7740	7740	7740	6914	6914	6914
Cluster-2.49576	1470	1470	1470	1886	1886	1886
Cluster-2.61741	6926	6926	6926	2324	2324	2324
Cluster-2.52158	1764	1764	1764	1691	1691	1691
Cluster-2.42221	2946	2946	2946	2993	2993	2993
Cluster-2.51035	2228	2228	2228	2165	2165	2165
Cluster-2.45257	1045	1045	1045	1815	1815	1815
Cluster-2.62053	2327	2327	2327	2142	2142	2142
Cluster-2.59377	1698	1698	1698	676	676	676
Cluster-2.47026	2768	2768	2768	2271	2271	2271
Cluster-2.42039	714	714	714	1687	1687	1687
Cluster-2.13340	1508	1508	1508	1977	1977	1977
Cluster-2.13329	499	499	499	1462	1462	1462
Cluster-2.4820	1124	1124	1124	1539	1539	1539
Cluster-2.36777	776	776	776	652	652	652
Cluster-2.53260	1633	1633	1633	2084	2084	2084
Cluster-2.16014	3283	3283	3283	2054	2054	2054
Cluster-2.16688	1420	1420	1420	2110	2110	2110
Cluster-2.27279	1858	1858	1858	735	735	735
Cluster-2.39149	1793	1793	1793	1969	1969	1969
Cluster-2.62504	3483	3483	3483	3328	3328	3328
Cluster-2.1814	3200	3200	3200	3142	3142	3142
Cluster-2.24781	4172	4172	4172	3274	3274	3274
Cluster-2.54735	2136	2136	2136	1593	1593	1593
Cluster-2.9082	2379	2379	2379	2312	2312	2312
Cluster-2.62522	1645	1645	1645	2063	2063	2063
Cluster-2.4986	3138	3138	3138	4271	4271	4271
Cluster-2.111	3630	3630	3630	4177	4177	4177
Cluster-2.3955	5074	5074	5074	4818	4818	4818
Cluster-2.7284	1377	1377	1377	1499	1499	1499
Cluster-2.57956	3978	3978	3978	1103	1103	1103
Cluster-2.47619	1428	1428	1428	1497	1497	1497
Cluster-2.58780	3007	3007	3007	4000	4000	4000
Cluster-2.53634	5720	5720	5720	5040	5040	5040
Cluster-2.61430	1466	1466	1466	1301	1301	1301
Cluster-2.45806	2642	2642	2642	1990	1990	1990
Cluster-2.36464	3939	3939	3939	1152	1152	1152
Cluster-2.39802	2022	2022	2022	2233	2233	2233
Cluster-2.62754	4316	4316	4316	5129	5129	5129
Cluster-2.51268	2381	2381	2381	2220	2220	2220
Cluster-2.26580	1291	1291	1291	2389	2389	2389
Cluster-2.47593	1151	1151	1151	2033	2033	2033
Cluster-2.46084	7512	7512	7512	7570	7570	7570
Cluster-2.52007	2511	2511	2511	4129	4129	4129
Cluster-2.47130	3021	3021	3021	2853	2853	2853
Cluster-2.5340	1008	1008	1008	1064	1064	1064
Cluster-2.13	1874	1874	1874	2265	2265	2265
Cluster-6729.0	3122	3122	3122	3118	3118	3118
Cluster-2.48780	4303	4303	4303	1877	1877	1877
Cluster-2.46617	8554	8554	8554	5239	5239	5239
Cluster-6635.0	2270	2270	2270	2261	2261	2261
Cluster-2.57711	1904	1904	1904	1749	1749	1749
Cluster-1313.0	843	843	843	2107	2107	2107
Cluster-2.3516	2333	2333	2333	3519	3519	3519
Cluster-2.1932	2998	2998	2998	3194	3194	3194
Cluster-2.50202	5068	5068	5068	1852	1852	1852
Cluster-2.5111	2370	2370	2370	3776	3776	3776
Cluster-2.34743	1321	1321	1321	2661	2661	2661
Cluster-2.5044	2848	2848	2848	2155	2155	2155
Cluster-2.18680	1447	1447	1447	1408	1408	1408
Cluster-2.12585	2016	2016	2016	1407	1407	1407
Cluster-2.13579	1478	1478	1478	1608	1608	1608
Cluster-8015.0	3114	3114	3114	2904	2904	2904
Cluster-2.58106	4992	4992	4992	4869	4869	4869
Cluster-2.34147	4021	4021	4021	4193	4193	4193
Cluster-9131.0	2369	2369	2369	2188	2188	2188
Cluster-2.38644	1747	1747	1747	3208	3208	3208
Cluster-2.38558	4893	4893	4893	4330	4330	4330
Cluster-10220.0	1916	1916	1916	1890	1890	1890
Cluster-2.36427	4296	4296	4296	5653	5653	5653
Cluster-7519.1	2015	2015	2015	1250	1250	1250
Cluster-12982.0	1570	1570	1570	3616	3616	3616
Cluster-8338.0	2871	2871	2871	1702	1702	1702
Cluster-2.55457	1635	1635	1635	1694	1694	1694
Cluster-2.18102	3017	3017	3017	3134	3134	3134
Cluster-2.18663	2318	2318	2318	3063	3063	3063
Cluster-2.18125	1637	1637	1637	902	902	902
Cluster-2.25926	3476	3476	3476	2982	2982	2982
Cluster-2.11647	2335	2335	2335	3575	3575	3575
Cluster-2.4373	2153	2153	2153	2178	2178	2178
Cluster-2.43886	3712	3712	3712	1938	1938	1938
Cluster-5320.0	1860	1860	1860	2729	2729	2729
Cluster-2.39685	5262	5262	5262	4750	4750	4750
Cluster-8725.2	1019	1019	1019	2738	2738	2738
Cluster-2.42227	2935	2935	2935	2077	2077	2077
Cluster-2.22664	1999	1999	1999	2811	2811	2811
Cluster-4607.0	4399	4399	4399	8050	8050	8050
Cluster-2.25140	2462	2462	2462	2041	2041	2041
Cluster-9786.0	1580	1580	1580	1275	1275	1275
Cluster-2.38930	1714	1714	1714	2186	2186	2186
Cluster-2.27051	2217	2217	2217	1613	1613	1613
Cluster-2.30711	4752	4752	4752	5468	5468	5468
Cluster-2.55771	1529	1529	1529	1193	1193	1193
Cluster-2.24343	4059	4059	4059	3146	3146	3146
Cluster-2.51767	2103	2103	2103	1626	1626	1626
Cluster-2.930	343	343	343	3285	3285	3285
Cluster-2.61464	2844	2844	2844	3653	3653	3653
Cluster-2.61532	2410	2410	2410	4629	4629	4629
Cluster-2.11284	1425	1425	1425	2198	2198	2198
Cluster-2.4573	2847	2847	2847	3088	3088	3088
Cluster-2.19198	1492	1492	1492	1927	1927	1927
Cluster-12137.0	1675	1675	1675	1511	1511	1511
Cluster-2.47191	6395	6395	6395	4714	4714	4714
Cluster-12020.0	3108	3108	3108	3701	3701	3701
Cluster-2.35806	1645	1645	1645	1298	1298	1298
Cluster-2.46049	4639	4639	4639	1304	1304	1304
Cluster-2.41571	2982	2982	2982	2623	2623	2623
Cluster-2.33677	1441	1441	1441	2163	2163	2163
Cluster-2.6119	2229	2229	2229	2139	2139	2139
Cluster-2.35620	1512	1512	1512	1932	1932	1932
Cluster-12758.0	841	841	841	974	974	974
Cluster-2.37210	2870	2870	2870	3936	3936	3936
Cluster-12760.0	1445	1445	1445	1267	1267	1267
Cluster-2.24330	2483	2483	2483	1158	1158	1158
Cluster-2.40958	5130	5130	5130	3979	3979	3979
Cluster-2.57561	1514	1514	1514	1802	1802	1802
Cluster-4745.3	2988	2988	2988	3196	3196	3196
Cluster-2.14149	1606	1606	1606	1871	1871	1871
Cluster-2.43220	2102	2102	2102	2796	2796	2796
Cluster-2.22176	3488	3488	3488	3640	3640	3640
Cluster-2.6727	6422	6422	6422	7321	7321	7321
Cluster-2.5419	2879	2879	2879	2907	2907	2907
Cluster-2.42803	1207	1207	1207	1001	1001	1001
Cluster-6217.0	4093	4093	4093	4207	4207	4207
Cluster-2.51262	2738	2738	2738	1612	1612	1612
Cluster-2.51144	2967	2967	2967	1501	1501	1501
Cluster-2.61087	2520	2520	2520	3032	3032	3032
Cluster-2.15800	982	982	982	2087	2087	2087
Cluster-2.19665	4086	4086	4086	2087	2087	2087
Cluster-2.57430	3798	3798	3798	3662	3662	3662
Cluster-2.52755	3509	3509	3509	2692	2692	2692
Cluster-2.59375	1285	1285	1285	2372	2372	2372
Cluster-2.39614	1647	1647	1647	2070	2070	2070
Cluster-2.62613	1638	1638	1638	1547	1547	1547
Cluster-2.2281	1491	1491	1491	2487	2487	2487
Cluster-2.26754	6720	6720	6720	3353	3353	3353
Cluster-2.26130	6471	6471	6471	5391	5391	5391
Cluster-2.13578	2158	2158	2158	2415	2415	2415
Cluster-9153.0	3298	3298	3298	3288	3288	3288
Cluster-2.41434	4532	4532	4532	3572	3572	3572
Cluster-2.42271	1684	1684	1684	1789	1789	1789
Cluster-2.30658	2097	2097	2097	1033	1033	1033
Cluster-2.55036	3543	3543	3543	6235	6235	6235
Cluster-12739.0	1875	1875	1875	3592	3592	3592
Cluster-2.21949	5810	5810	5810	5177	5177	5177
Cluster-2.32136	1766	1766	1766	1722	1722	1722
Cluster-2.59467	4103	4103	4103	4927	4927	4927
Cluster-2.25550	1262	1262	1262	1571	1571	1571
Cluster-2.58349	1963	1963	1963	4978	4978	4978
Cluster-2.35822	2961	2961	2961	2885	2885	2885
Cluster-2.47837	1323	1323	1323	2945	2945	2945
Cluster-2.47836	2896	2896	2896	2945	2945	2945
Cluster-3804.1	4534	4534	4534	2269	2269	2269
Cluster-2.24889	1070	1070	1070	445	445	445
Cluster-2.145	1887	1887	1887	1594	1594	1594
Cluster-2.9044	999	999	999	1204	1204	1204
Cluster-11789.0	3836	3836	3836	3984	3984	3984
Cluster-2.61150	2435	2435	2435	2142	2142	2142
Cluster-2.1568	1728	1728	1728	2583	2583	2583
Cluster-2.7913	4144	4144	4144	6089	6089	6089
Cluster-2.3611	988	988	988	889	889	889
Cluster-4139.2	3532	3532	3532	3959	3959	3959
Cluster-2.229	1707	1707	1707	2965	2965	2965
Cluster-11758.0	2405	2405	2405	2626	2626	2626
Cluster-2.60333	1650	1650	1650	4256	4256	4256
Cluster-2.41890	2334	2334	2334	5039	5039	5039
Cluster-11685.0	1891	1891	1891	2098	2098	2098
Cluster-2.44282	1451	1451	1451	2499	2499	2499
Cluster-2.7362	1501	1501	1501	1194	1194	1194
Cluster-2.5919	4084	4084	4084	1562	1562	1562
Cluster-2.33395	992	992	992	7742	7742	7742
Cluster-10604.0	2197	2197	2197	7742	7742	7742
Cluster-2.38288	2623	2623	2623	3067	3067	3067
Cluster-2.1933	1191	1191	1191	1225	1225	1225
Cluster-7889.0	1370	1370	1370	1181	1181	1181
Cluster-2.9347	4809	4809	4809	1978	1978	1978
Cluster-2.9343	3700	3700	3700	1978	1978	1978
Cluster-11301.0	910	910	910	892	892	892
Cluster-2.3610	3433	3433	3433	6564	6564	6564
Cluster-2.50883	3195	3195	3195	1664	1664	1664
Cluster-2.52527	2837	2837	2837	1979	1979	1979
Cluster-9232.0	3281	3281	3281	2924	2924	2924
Cluster-2.46938	1748	1748	1748	1382	1382	1382
Cluster-2.9497	2321	2321	2321	1247	1247	1247
Cluster-11297.1	1817	1817	1817	684	684	684
Cluster-2.58015	1668	1668	1668	2043	2043	2043
Cluster-2.61444	1706	1706	1706	1468	1468	1468
Cluster-5746.1	2610	2610	2610	2647	2647	2647
Cluster-2.50782	11428	11428	11428	12181	12181	12181
Cluster-2.6581	1820	1820	1820	2347	2347	2347
Cluster-2.36349	6082	6082	6082	2112	2112	2112
Cluster-2.48621	4118	4118	4118	7186	7186	7186
Cluster-2.45	1868	1868	1868	1992	1992	1992
Cluster-13101.0	936	936	936	1055	1055	1055
Cluster-11720.1	1275	1275	1275	1444	1444	1444
Cluster-2.39539	9610	9610	9610	5384	5384	5384
Cluster-2.63452	4399	4399	4399	3511	3511	3511
Cluster-2.60410	3058	3058	3058	2864	2864	2864
Cluster-13106.0	2539	2539	2539	2142	2142	2142
Cluster-2.49338	3658	3658	3658	3074	3074	3074
Cluster-12709.0	1739	1739	1739	2092	2092	2092
Cluster-2.61346	2743	2743	2743	3734	3734	3734
Cluster-2.60930	1226	1226	1226	1389	1389	1389
Cluster-2.53482	2460	2460	2460	2808	2808	2808
Cluster-2.47667	1753	1753	1753	1705	1705	1705
Cluster-9362.0	1632	1632	1632	3543	3543	3543
Cluster-2.54709	1980	1980	1980	1431	1431	1431
Cluster-2.40822	3145	3145	3145	2566	2566	2566
Cluster-8607.0	4154	4154	4154	4303	4303	4303
Cluster-2.56578	1716	1716	1716	1755	1755	1755
Cluster-2.44707	1334	1334	1334	1454	1454	1454
Cluster-2.5870	3516	3516	3516	7755	7755	7755
Cluster-2.35753	4922	4922	4922	3318	3318	3318
Cluster-2.43037	1442	1442	1442	1681	1681	1681
Cluster-2.60282	5464	5464	5464	3395	3395	3395
Cluster-2.62951	2233	2233	2233	3229	3229	3229
Cluster-8141.1	1879	1879	1879	2507	2507	2507
Cluster-6678.0	1907	1907	1907	1759	1759	1759
Cluster-2.9563	2973	2973	2973	2998	2998	2998
Cluster-2.47274	5082	5082	5082	5127	5127	5127
Cluster-7535.2	1179	1179	1179	1176	1176	1176
Cluster-2.46144	3626	3626	3626	2960	2960	2960
Cluster-2.62955	1414	1414	1414	1934	1934	1934
Cluster-2.24815	5435	5435	5435	3568	3568	3568
Cluster-723.0	1098	1098	1098	1103	1103	1103
Cluster-5629.0	2358	2358	2358	1075	1075	1075
Cluster-10028.0	2302	2302	2302	2087	2087	2087
Cluster-2.9431	1132	1132	1132	2579	2579	2579
Cluster-2.5616	3600	3600	3600	6833	6833	6833
Cluster-2.31258	2199	2199	2199	4353	4353	4353
Cluster-2.22178	1009	1009	1009	2054	2054	2054
Cluster-2.27687	3362	3362	3362	1803	1803	1803
Cluster-2.22655	4858	4858	4858	4191	4191	4191
Cluster-2.27800	2783	2783	2783	3567	3567	3567
Cluster-2.44739	1513	1513	1513	669	669	669
Cluster-2.33099	4194	4194	4194	2749	2749	2749
Cluster-11941.0	4411	4411	4411	3542	3542	3542
Cluster-2.43044	531	531	531	6071	6071	6071
Cluster-8540.0	3272	3272	3272	3289	3289	3289
Cluster-2.30742	1464	1464	1464	1828	1828	1828
Cluster-2.46801	3758	3758	3758	4286	4286	4286
Cluster-2.62592	4876	4876	4876	2776	2776	2776
Cluster-2.32898	1751	1751	1751	3674	3674	3674
Cluster-2.29320	3252	3252	3252	1865	1865	1865
Cluster-2.36178	2877	2877	2877	2321	2321	2321
Cluster-2.42800	9208	9208	9208	12971	12971	12971
Cluster-2.52661	4365	4365	4365	4391	4391	4391
Cluster-2.35003	5201	5201	5201	4591	4591	4591
Cluster-2.37589	3687	3687	3687	2847	2847	2847
Cluster-2.59363	3343	3343	3343	2534	2534	2534
Cluster-2.15933	2928	2928	2928	1662	1662	1662
Cluster-2.5572	3870	3870	3870	3103	3103	3103
Cluster-2.38239	2163	2163	2163	2059	2059	2059
Cluster-2.46342	1764	1764	1764	1554	1554	1554
Cluster-2.44066	1676	1676	1676	1764	1764	1764
Cluster-2.44574	2159	2159	2159	1819	1819	1819
Cluster-2.56365	5323	5323	5323	2546	2546	2546
Cluster-2.13061	1768	1768	1768	1719	1719	1719
Cluster-9631.0	5790	5790	5790	10964	10964	10964
Cluster-2.49323	3435	3435	3435	2512	2512	2512
Cluster-2.54925	2125	2125	2125	1411	1411	1411
Cluster-2.51594	7770	7770	7770	6485	6485	6485
Cluster-2.48050	2314	2314	2314	2112	2112	2112
Cluster-11871.0	1342	1342	1342	2625	2625	2625
Cluster-2.39406	5094	5094	5094	3833	3833	3833
Cluster-4384.0	4027	4027	4027	5720	5720	5720
Cluster-2.48925	3399	3399	3399	2255	2255	2255
Cluster-6586.0	1158	1158	1158	2129	2129	2129
Cluster-2.62573	3320	3320	3320	2611	2611	2611
Cluster-2.60950	4325	4325	4325	4016	4016	4016
Cluster-2.23150	2653	2653	2653	5846	5846	5846
Cluster-2.60263	4177	4177	4177	3622	3622	3622
Cluster-2.33165	1309	1309	1309	960	960	960
Cluster-2.25153	4895	4895	4895	2312	2312	2312
Cluster-4446.1	2458	2458	2458	2217	2217	2217
Cluster-2.27699	2700	2700	2700	2071	2071	2071
Cluster-2578.0	3119	3119	3119	2355	2355	2355
Cluster-2.10119	1746	1746	1746	1714	1714	1714
Cluster-2.42610	1172	1172	1172	1034	1034	1034
Cluster-2.48495	1833	1833	1833	1439	1439	1439
Cluster-2.30920	3331	3331	3331	11482	11482	11482
Cluster-2.22963	6161	6161	6161	3422	3422	3422
Cluster-2.3491	2385	2385	2385	2419	2419	2419
Cluster-2.30633	2098	2098	2098	1718	1718	1718
Cluster-2715.1	2958	2958	2958	2893	2893	2893
Cluster-2.32033	5778	5778	5778	4494	4494	4494
Cluster-2.60425	2825	2825	2825	3349	3349	3349
Cluster-2.58637	4093	4093	4093	2567	2567	2567
Cluster-2.30260	10087	10087	10087	4962	4962	4962
Cluster-2.1101	1917	1917	1917	1964	1964	1964
Cluster-2.42228	2144	2144	2144	1637	1637	1637
Cluster-11550.0	1875	1875	1875	1823	1823	1823
Cluster-2.33599	2814	2814	2814	4761	4761	4761
Cluster-2.945	2890	2890	2890	2913	2913	2913
Cluster-2.34208	4370	4370	4370	3373	3373	3373
Cluster-5495.0	2006	2006	2006	3556	3556	3556
Cluster-8354.1	1486	1486	1486	3328	3328	3328
Cluster-2.39396	2853	2853	2853	2845	2845	2845
Cluster-2.59448	2112	2112	2112	1557	1557	1557
Cluster-2.24498	2418	2418	2418	5942	5942	5942
Cluster-2958.0	3802	3802	3802	3693	3693	3693
Cluster-2.826	2119	2119	2119	2518	2518	2518
Cluster-1131.0	2922	2922	2922	4955	4955	4955
Cluster-2.42345	1836	1836	1836	1864	1864	1864
Cluster-2.35851	3020	3020	3020	1765	1765	1765
Cluster-2.38907	3615	3615	3615	5124	5124	5124
Cluster-2.931	2005	2005	2005	2079	2079	2079
Cluster-2.23487	4471	4471	4471	4361	4361	4361
Cluster-2.56932	1423	1423	1423	2372	2372	2372
Cluster-2.2087	3061	3061	3061	11281	11281	11281
Cluster-2.56425	5311	5311	5311	582	582	582
Cluster-2.17067	2312	2312	2312	1699	1699	1699
Cluster-2.47671	609	609	609	1849	1849	1849
Cluster-2.51559	4257	4257	4257	3555	3555	3555
Cluster-2.58096	2883	2883	2883	3315	3315	3315
Cluster-2.39754	2823	2823	2823	2778	2778	2778
Cluster-2.37633	5755	5755	5755	2052	2052	2052
Cluster-2.34714	5111	5111	5111	5630	5630	5630
Cluster-2.25224	1543	1543	1543	2486	2486	2486
Cluster-2.45916	1245	1245	1245	2172	2172	2172
Cluster-8122.0	2600	2600	2600	2445	2445	2445
Cluster-2.53644	2591	2591	2591	2110	2110	2110
Cluster-2.41042	6565	6565	6565	7762	7762	7762
Cluster-2.43471	1913	1913	1913	2169	2169	2169
Cluster-2.40249	3757	3757	3757	3025	3025	3025
Cluster-2.38815	3488	3488	3488	1871	1871	1871
Cluster-9233.0	1851	1851	1851	1669	1669	1669
Cluster-12152.0	1264	1264	1264	1527	1527	1527
Cluster-2.7820	3674	3674	3674	3926	3926	3926
Cluster-2.61941	2992	2992	2992	1677	1677	1677
Cluster-2.11393	2925	2925	2925	402	402	402
Cluster-2.53096	2856	2856	2856	6098	6098	6098
Cluster-7168.2	2418	2418	2418	2766	2766	2766
Cluster-8397.1	1440	1440	1440	2757	2757	2757
Cluster-2.11801	1850	1850	1850	3008	3008	3008
Cluster-2.25615	2920	2920	2920	1794	1794	1794
Cluster-2.35997	2445	2445	2445	1180	1180	1180
Cluster-6274.3	2556	2556	2556	3447	3447	3447
Cluster-2.57017	305	305	305	1796	1796	1796
Cluster-2.30023	2787	2787	2787	2192	2192	2192
Cluster-7261.0	2488	2488	2488	2444	2444	2444
Cluster-2.22252	3257	3257	3257	2770	2770	2770
Cluster-2.53143	2455	2455	2455	3571	3571	3571
Cluster-2.46719	4065	4065	4065	4273	4273	4273
Cluster-13309.0	1574	1574	1574	1562	1562	1562
Cluster-2.29080	3983	3983	3983	3175	3175	3175
Cluster-9845.0	1500	1500	1500	2160	2160	2160
Cluster-2.30810	2605	2605	2605	1904	1904	1904
Cluster-3188.0	1024	1024	1024	1199	1199	1199
Cluster-2.63143	7052	7052	7052	6479	6479	6479
Cluster-13158.0	2473	2473	2473	5126	5126	5126
Cluster-2.47539	1743	1743	1743	1246	1246	1246
Cluster-9009.0	679	679	679	1209	1209	1209
Cluster-2.54533	715	715	715	1240	1240	1240
Cluster-11067.0	1709	1709	1709	3611	3611	3611
Cluster-2.40547	2506	2506	2506	1846	1846	1846
Cluster-2.62240	2168	2168	2168	3834	3834	3834
Cluster-11452.0	2200	2200	2200	2141	2141	2141
Cluster-2.46316	1707	1707	1707	2081	2081	2081
Cluster-2.50024	1560	1560	1560	1088	1088	1088
Cluster-2.43074	4789	4789	4789	3127	3127	3127
Cluster-2.11839	1352	1352	1352	1449	1449	1449
Cluster-2.51926	6820	6820	6820	6068	6068	6068
Cluster-2.49589	8281	8281	8281	6006	6006	6006
Cluster-2.49427	1959	1959	1959	2996	2996	2996
Cluster-2.43692	1708	1708	1708	1611	1611	1611
Cluster-2.2530	2179	2179	2179	2127	2127	2127
Cluster-2.29910	2412	2412	2412	2545	2545	2545
Cluster-2.10376	1517	1517	1517	1067	1067	1067
Cluster-2.21246	2277	2277	2277	4811	4811	4811
Cluster-2.14545	1234	1234	1234	3714	3714	3714
Cluster-2.14546	468	468	468	3714	3714	3714
Cluster-2.45009	1595	1595	1595	1345	1345	1345
Cluster-2.55785	1622	1622	1622	4578	4578	4578
Cluster-2.47990	1948	1948	1948	1266	1266	1266
Cluster-2.34602	5713	5713	5713	4621	4621	4621
Cluster-2.19345	1820	1820	1820	1842	1842	1842
Cluster-2.48199	2356	2356	2356	2005	2005	2005
Cluster-12089.0	1900	1900	1900	1257	1257	1257
Cluster-2.48110	4436	4436	4436	3439	3439	3439
Cluster-2.53936	10494	10494	10494	3915	3915	3915
Cluster-12210.0	4391	4391	4391	2499	2499	2499
Cluster-2.50394	3082	3082	3082	1832	1832	1832
Cluster-2.26604	570	570	570	4341	4341	4341
Cluster-2.61768	3351	3351	3351	2186	2186	2186
Cluster-2.5876	2117	2117	2117	3201	3201	3201
Cluster-2.5874	575	575	575	3201	3201	3201
Cluster-2.14144	3578	3578	3578	2943	2943	2943
Cluster-2.46595	2377	2377	2377	2406	2406	2406
